win_id,day,win_idx,t_start,t_end,n_events,happiness,sadness,anger,fear,disgust,surprise
d1_w16,1,16,40999,41184,8,-0.6475528478622437,0.4727533757686615,-0.11330731958150864,0.6571353673934937,-0.1646372377872467,-0.1644447147846222
d1_w17,1,17,41089,41328,8,-0.2545410692691803,0.5297315120697021,-0.28907012939453125,-0.03644324466586113,-0.09253863245248795,0.21903809905052185
d1_w18,1,18,41184,41399,8,0.6667196750640869,0.26896175742149353,-0.9501150250434875,-0.3817814886569977,0.4693414270877838,0.07938186824321747
d1_w19,1,19,41358,41430,8,-0.6829031705856323,0.9029532670974731,-0.8461059331893921,0.7881455421447754,-0.19736991822719574,0.1717994213104248
d1_w20,1,20,41401,41491,8,-0.15359680354595184,0.285601407289505,-0.47302064299583435,0.19714727997779846,0.08081153780221939,0.14330896735191345
d1_w21,1,21,41450,41610,8,0.09414208680391312,0.313737154006958,-0.1036004051566124,-0.30257588624954224,-0.12103626877069473,0.13560400903224945
d1_w22,1,22,41496,41670,8,-0.13002821803092957,0.6058670878410339,-0.2787506580352783,-0.04764217138290405,0.06967233866453171,-0.11746730655431747
d1_w23,1,23,41610,41734,8,-0.34864237904548645,0.954807460308075,-0.7428995370864868,0.46575435996055603,-0.29874467849731445,0.08576170355081558
d1_w24,1,24,41670,41813,8,-0.4634668231010437,1.2444427013397217,-0.8346908688545227,0.8744884729385376,-0.4976634979248047,-0.2524472177028656
d1_w25,1,25,41734,41869,8,-0.24892838299274445,0.6710359454154968,-0.30181723833084106,0.12692341208457947,-0.06219523027539253,-0.11326359212398529
d1_w26,1,26,41816,41929,8,-0.3383657932281494,0.9089175462722778,-0.20577354729175568,0.16936764121055603,-0.2036859542131424,-0.22828879952430725
d1_w27,1,27,41865,41980,8,-0.3150436580181122,0.4549662470817566,-0.3418837785720825,-0.017909249290823936,0.04321712628006935,0.29408755898475647
d1_w28,1,28,41931,42036,8,-0.2839125990867615,0.5626038312911987,-0.46180930733680725,0.620031476020813,-0.6777265667915344,0.23450955748558044
d1_w29,1,29,41980,42122,8,0.8083134889602661,0.2449091672897339,-1.0166995525360107,-0.4964194893836975,0.5420464277267456,0.08996657282114029
d1_w30,1,30,42040,42171,8,-0.6011158227920532,0.8683285713195801,-0.7739294767379761,0.6440255641937256,-0.3129270672798157,0.26709362864494324
d1_w31,1,31,42126,42254,8,-0.5641544461250305,1.3305045366287231,-1.0345152616500854,0.5765975713729858,-0.19770951569080353,0.03451893478631973
d1_w32,1,32,42184,42332,8,-0.24455885589122772,0.6240891814231873,-0.29574090242385864,-0.10361609607934952,0.09591355174779892,0.01772497221827507
d1_w33,1,33,42289,42463,8,0.13224610686302185,0.1082395538687706,-0.26962214708328247,-0.19007830321788788,0.25297579169273376,0.006017631385475397
d1_w34,1,34,42363,42636,8,-0.15494439005851746,0.4583466053009033,-0.3199771046638489,-0.1969173401594162,0.40135282278060913,-0.05095939710736275
d1_w35,1,35,42466,42650,8,0.5074512362480164,0.38761845231056213,-0.8607873916625977,-0.3911217153072357,0.4136638641357422,0.0995696634054184
d1_w36,1,36,42600,42686,8,0.16064892709255219,0.4017050266265869,-0.3423895239830017,-0.3312210142612457,0.19234882295131683,0.019551794975996017
d1_w37,1,37,42650,42701,8,-0.11160936206579208,0.011333798989653587,-0.02246309258043766,0.10216286033391953,-0.041117627173662186,0.08261184394359589
d1_w38,1,38,42684,42728,8,-0.049286793917417526,0.592961311340332,-0.5511242151260376,-0.027620848268270493,0.004128552041947842,0.10733647644519806
d1_w39,1,39,42702,42735,8,-0.44456902146339417,0.6308062672615051,-0.7106964588165283,0.365098774433136,-0.11492003500461578,0.3901403546333313
d1_w40,1,40,42713,42750,8,0.13413894176483154,0.16972467303276062,-0.2885054349899292,-0.05580027028918266,0.07437356561422348,0.0055072009563446045
d1_w41,1,41,42735,42777,8,-0.20603561401367188,0.535932183265686,-0.4021572172641754,-0.19031117856502533,0.25331124663352966,0.18203338980674744
d1_w42,1,42,42751,42800,8,0.607075572013855,0.2754020690917969,-0.41598883271217346,-0.3845016360282898,0.027242261916399002,-0.08243987709283829
d1_w43,1,43,42770,42827,8,-0.4394192695617676,0.900216281414032,-0.6460631489753723,0.46184587478637695,-0.22310331463813782,0.0713905394077301
d1_w44,1,44,42801,42850,8,-0.618667721748352,0.9029819369316101,-0.5012766122817993,0.4208905100822449,-0.21102432906627655,0.13651996850967407
d1_w45,1,45,42828,42860,8,-0.41597142815589905,0.5940812826156616,-0.2173144370317459,0.1650395691394806,-0.15273517370224,0.1002475842833519
d1_w46,1,46,42851,42886,8,-0.2215081751346588,0.9021700024604797,-0.729661762714386,0.4174327254295349,-0.1988198310136795,-0.08453957736492157
d1_w47,1,47,42859,42904,8,0.4792054295539856,0.4160732328891754,-0.9166838526725769,-0.32462722063064575,0.33554166555404663,0.16342829167842865
d1_w48,1,48,42880,42922,8,0.5706627368927002,0.34239673614501953,-0.8608403205871582,-0.413125604391098,0.3658619225025177,0.1384601891040802
d1_w49,1,49,42905,42936,8,-0.5880448818206787,0.4783563017845154,-0.44939249753952026,0.41871610283851624,-0.28308963775634766,0.49624133110046387
d1_w50,1,50,42919,42970,8,0.14940503239631653,0.24209269881248474,-0.42118650674819946,-0.07794807851314545,-0.17750811576843262,0.32388752698898315
d1_w51,1,51,42937,42989,8,-0.04980858042836189,0.802655041217804,-0.5741623640060425,-0.20967698097229004,0.018098248168826103,0.1373106986284256
d1_w52,1,52,42968,43011,8,-0.2207842320203781,0.4979611337184906,-0.12135686725378036,0.06817060708999634,-0.08764280378818512,-0.05164412409067154
d1_w53,1,53,42991,43033,8,0.14498969912528992,0.5437641143798828,-0.3127269148826599,-0.2592509388923645,0.04160453751683235,-0.06980325281620026
d1_w54,1,54,43007,43075,8,-0.0544794425368309,0.6511933207511902,-0.4244828224182129,-0.0062895240262150764,-0.03563035652041435,-0.05187179520726204
d1_w55,1,55,43038,43099,8,-0.07476244121789932,0.23474617302417755,-0.3790145516395569,0.17871789634227753,-0.2345033586025238,0.2934422194957733
d1_w56,1,56,43067,43116,8,-0.4012788236141205,0.11884888261556625,-0.09164842218160629,0.08894018828868866,0.22831733524799347,0.1024576872587204
d1_w57,1,57,43099,43186,8,0.1303960084915161,0.26324352622032166,-0.24077007174491882,-0.19894936680793762,-0.050053976476192474,0.12910214066505432
d1_w58,1,58,43124,43178,8,0.6345938444137573,0.28800228238105774,-0.9064606428146362,-0.42272600531578064,0.43666815757751465,0.11508399248123169
d1_w59,1,59,43151,43194,8,-0.08853860199451447,0.5905159711837769,-0.4767572283744812,0.05608987808227539,-0.005373312626034021,0.0002839505614247173
d1_w60,1,60,43178,43209,8,-0.6214736700057983,0.5813190340995789,-0.5027641654014587,0.5590851306915283,-0.24219588935375214,0.2963184416294098
d1_w61,1,61,43192,43232,8,-0.5113221406936646,1.151067852973938,-0.8337622880935669,0.339092493057251,-0.09930072724819183,0.12703344225883484
d1_w62,1,62,43211,43252,8,-0.12559358775615692,0.18295493721961975,-0.08894398808479309,-0.13444039225578308,-0.04979585111141205,0.2656298279762268
d1_w63,1,63,43230,43266,8,0.14231623709201813,0.44532403349876404,-0.2970319986343384,0.08297891169786453,-0.25011730194091797,-0.1059085875749588
d1_w64,1,64,43249,43296,8,-0.00618363032117486,0.05402408912777901,-0.05956786870956421,0.04198542982339859,0.06596967577934265,-0.0703078955411911
d1_w65,1,65,43268,43318,8,-0.30770307779312134,0.7054522037506104,-0.4352363049983978,0.17138256132602692,0.07775542885065079,-0.08957282453775406
d1_w66,1,66,43295,43366,8,0.16098156571388245,0.1985388547182083,-0.1280149221420288,0.012649205513298512,-0.02892911434173584,-0.2319534569978714
d1_w67,1,67,43319,43387,8,0.6119911670684814,0.3603355586528778,-0.8911973834037781,-0.40017908811569214,0.35216084122657776,0.110867440700531
d1_w68,1,68,43353,43407,8,-0.016994794830679893,0.16021108627319336,-0.2829766571521759,0.2681167721748352,-0.4582664370536804,0.30028271675109863
d1_w69,1,69,43383,43436,8,-0.24943561851978302,0.7570308446884155,-0.5347458720207214,0.2937568724155426,-0.0053892298601567745,-0.1485176682472229
d1_w70,1,70,43402,43460,8,-0.16206344962120056,0.5492993593215942,-0.4129074215888977,-0.028414953500032425,0.1197206974029541,0.04569500684738159
d1_w71,1,71,43430,43475,8,0.6256238222122192,0.3190457820892334,-0.8753750920295715,-0.3700047433376312,0.3980020582675934,0.04326685518026352
d1_w72,1,72,43453,43504,8,-0.5381420850753784,0.8703996539115906,-0.5470646619796753,0.5543566346168518,-0.2466219663619995,0.008577907457947731
d1_w73,1,73,43480,43507,8,0.06327506899833679,0.5656019449234009,-0.5439442992210388,0.04018976166844368,-0.08732548356056213,0.03604312986135483
d1_w74,1,74,43498,43526,8,-0.45532655715942383,0.44590139389038086,-0.5289644002914429,0.2673567533493042,-0.2827724814414978,0.6375951766967773
d1_w75,1,75,43506,43540,8,-0.9534131288528442,0.6897205114364624,-0.5361178517341614,0.9499492645263672,-0.523365318775177,0.4350108206272125
d1_w76,1,76,43529,43562,8,-0.415684312582016,0.6495679020881653,-0.5544013977050781,0.41293835639953613,-0.29202425479888916,0.2707301080226898
d1_w77,1,77,43540,43586,8,0.0984664037823677,0.292390912771225,-0.11585085093975067,-0.40017518401145935,0.2300575077533722,-0.010787534527480602
d1_w78,1,78,43566,43605,8,0.47543129324913025,0.31795409321784973,-0.7852211594581604,-0.3567470610141754,0.42807236313819885,0.06330465525388718
d1_w79,1,79,43587,43618,8,-0.17594841122627258,0.5492044687271118,-0.38538363575935364,0.014607185497879982,-0.07728482037782669,0.1665603220462799
d1_w80,1,80,43599,43663,8,0.03425266593694687,0.9021682739257812,-0.4789822995662689,-0.16835209727287292,0.09578178822994232,-0.2267870008945465
d1_w81,1,81,43617,43681,8,-0.10552453994750977,0.3565122187137604,0.056132931262254715,-0.15092046558856964,-0.05471009016036987,-0.04585683345794678
d1_w82,1,82,43660,43694,8,-0.825433075428009,0.32680758833885193,0.14537329971790314,0.295963317155838,-0.012600541114807129,0.17589251697063446
d1_w83,1,83,43681,43705,8,0.19914749264717102,0.7625452876091003,-0.1575017124414444,-0.45231133699417114,0.028895463794469833,-0.2944232225418091
d1_w84,1,84,43695,43750,8,-0.14572758972644806,0.3101341426372528,-0.33073553442955017,0.3720441460609436,-0.30886343121528625,0.0995582640171051
d1_w85,1,85,43723,43795,8,0.5182743668556213,0.38180363178253174,-0.9304468035697937,-0.3462282121181488,0.4169655442237854,0.12252996861934662
d1_w86,1,86,43749,43790,8,-0.21705634891986847,0.3341616690158844,-0.2116292417049408,0.07126184552907944,0.2086942493915558,-0.06749345362186432
d1_w87,1,87,43779,43803,8,0.10977156460285187,0.5394260883331299,-0.2885628342628479,-0.14528915286064148,-0.011198289692401886,-0.14207884669303894
d1_w88,1,88,43793,43818,8,-0.5489974021911621,0.6277486681938171,-0.4978907108306885,0.2304670363664627,0.02781042829155922,0.3029562532901764
d1_w89,1,89,43799,43838,8,0.2639923095703125,0.4491424560546875,-0.8028696179389954,-0.25246676802635193,0.18881484866142273,0.20927968621253967
d1_w90,1,90,43821,43856,8,-0.10389592498540878,0.6430226564407349,-0.5463153123855591,0.09204456210136414,-0.022586096078157425,0.023902500048279762
d1_w91,1,91,43835,43868,8,-0.1481572389602661,0.8373618125915527,-0.4740300178527832,0.11991449445486069,-0.16347059607505798,-0.08846966922283173
d1_w92,1,92,43855,43896,8,0.2849074900150299,0.1670982539653778,-0.4569524824619293,-0.0972490906715393,0.25102266669273376,-0.0856117233633995
d1_w93,1,93,43868,43896,8,-0.15442562103271484,0.4911514222621918,-0.22346913814544678,-0.3919535279273987,0.4658719003200531,-0.032328009605407715
d1_w94,1,94,43882,43920,8,-0.04148533195257187,0.585700511932373,-0.3834644854068756,0.08667417615652084,-0.2982025146484375,0.11030848324298859
d1_w95,1,95,43897,43938,8,0.6978865265846252,0.3314947485923767,-0.9584957957267761,-0.40960758924484253,0.420973539352417,0.07481106370687485
d1_w96,1,96,43920,43982,8,0.602385401725769,0.3578944504261017,-0.914530873298645,-0.35692083835601807,0.382887601852417,0.07100125402212143
d1_w97,1,97,43949,44013,8,0.5052835941314697,0.5678638219833374,-0.5896134376525879,-0.24409329891204834,0.053403090685606,-0.24936333298683167
d1_w98,1,98,43980,44041,8,-0.06865265965461731,0.8546428680419922,-0.7326884269714355,0.5091643929481506,-0.41373568773269653,-0.09863115847110748
d1_w99,1,99,44016,44072,8,-0.5860442519187927,0.6959818005561829,-0.31309670209884644,0.47558051347732544,-0.03921818733215332,-0.13532868027687073
d1_w100,1,100,44037,44083,8,0.2370866984128952,0.20105969905853271,-0.4512791633605957,-0.15479621291160583,0.3134576976299286,-0.046148769557476044
d1_w101,1,101,44068,44094,8,0.19837093353271484,0.40603262186050415,-0.43497782945632935,-0.2511861026287079,0.2036726027727127,-0.019620466977357864
d1_w102,1,102,44081,44117,8,-0.008032798767089844,0.4965563416481018,-0.5618980526924133,0.297015517950058,-0.39770179986953735,0.2010946273803711
d1_w103,1,103,44098,44168,8,0.04516778141260147,0.4917108416557312,-0.1574368178844452,-0.021535437554121017,-0.0408642515540123,-0.2698659300804138
d1_w104,1,104,44120,44168,8,-0.07990436255931854,0.6644594073295593,-0.48238125443458557,0.031041568145155907,0.004951613489538431,-0.05186044052243233
d1_w105,1,105,44162,44220,8,0.6535140872001648,0.3094261884689331,-0.9405752420425415,-0.42710748314857483,0.42889195680618286,0.13105987012386322
d1_w106,1,106,44173,44242,8,-0.36916670203208923,0.6284865140914917,-0.6116474270820618,0.472686231136322,0.1261371672153473,-0.14570458233356476
d1_w107,1,107,44219,44260,8,0.08860419690608978,0.689569354057312,-0.5598489046096802,0.2197326123714447,-0.1924670785665512,-0.20458872616291046
d1_w108,1,108,44235,44285,8,-0.04637552425265312,0.20521526038646698,-0.3960811495780945,0.12475643306970596,-0.11699046194553375,0.257232129573822
d1_w109,1,109,44264,44315,8,0.009187793359160423,0.5797573328018188,-0.5502528548240662,0.04845317453145981,-0.31657788157463074,0.3072966933250427
d1_w110,1,110,44286,44330,8,0.0033590018283575773,0.3558291792869568,-0.5057281255722046,0.11562450975179672,-0.16105787456035614,0.2365138977766037
d1_w111,1,111,44308,44342,8,-0.14386671781539917,0.2857847213745117,-0.3781300187110901,0.23769338428974152,0.12293342500925064,-0.07109669595956802
d1_w112,1,112,44323,44355,8,0.44782280921936035,0.3688899576663971,-0.8635745048522949,-0.34622952342033386,0.4424344003200531,0.10931460559368134
d1_w113,1,113,44340,44379,8,-0.2456645518541336,0.3919747769832611,-0.14419801533222198,0.09898315370082855,0.0011611103545874357,-0.03026694618165493
d1_w114,1,114,44362,44405,8,-0.45372524857521057,0.2829399108886719,-0.1278349906206131,0.3656591475009918,-0.2016221284866333,0.19159436225891113
d1_w115,1,115,44378,44413,8,-0.21948614716529846,0.7337028980255127,-0.3995302617549896,0.0038444637320935726,0.04887280613183975,-0.06162602826952934
d1_w116,1,116,44401,44422,8,0.2066650092601776,0.18739727139472961,-0.06671345233917236,-0.20334883034229279,-0.1325410157442093,-0.017686057835817337
d1_w117,1,117,44409,44437,8,-0.04903695732355118,0.8637188076972961,-0.502691388130188,0.12123489379882812,-0.03904477134346962,-0.2903887629508972
d1_w118,1,118,44423,44450,8,-0.42156895995140076,0.5661555528640747,-0.30058273673057556,0.28290408849716187,-0.03254726529121399,-0.00802546739578247
d1_w119,1,119,44435,44457,8,-0.35666796565055847,0.6053584814071655,-0.46708446741104126,0.2880837321281433,-0.19941797852516174,0.19751952588558197
d1_w120,1,120,44448,44472,8,-0.8183390498161316,0.715749204158783,-0.2553904056549072,0.8487800359725952,-0.29688262939453125,-0.14630000293254852
d1_w121,1,121,44455,44482,8,-0.04118948057293892,0.3293316960334778,-0.33972349762916565,-0.13152749836444855,0.13602691888809204,0.1428048461675644
d1_w122,1,122,44473,44488,8,-0.4879952371120453,0.6438501477241516,-0.3658248484134674,-0.11570124328136444,0.30803731083869934,0.20338670909404755
d1_w123,1,123,44476,44499,8,0.6410906910896301,0.2466973513364792,-0.916183590888977,-0.43410539627075195,0.5371122360229492,0.09062011539936066
d1_w124,1,124,44488,44510,8,-0.07398863881826401,1.1495320796966553,-0.379225492477417,-0.20778770744800568,-0.09975384175777435,-0.28361859917640686
d1_w125,1,125,44497,44519,8,-0.4343130588531494,0.07836420089006424,-0.18870213627815247,0.49278584122657776,-0.31374144554138184,0.3646981120109558
d1_w126,1,126,44508,44529,8,0.04517468810081482,0.3602653443813324,-0.1675337851047516,-0.07547489553689957,0.05127518251538277,-0.1378546506166458
d1_w127,1,127,44515,44544,8,0.05717942863702774,1.0626170635223389,-0.3488005995750427,-0.3156830668449402,-0.020774394273757935,-0.2923058569431305
d1_w128,1,128,44527,44570,8,0.6180695295333862,0.31859028339385986,-0.9128049612045288,-0.39304447174072266,0.4131762385368347,0.11174353212118149
d1_w129,1,129,44538,44583,8,0.42673206329345703,0.3035601079463959,-0.3215901851654053,-0.36912110447883606,0.11698140949010849,-0.11673202365636826
d1_w130,1,130,44567,44589,8,0.014858615584671497,0.730193018913269,-0.5323187112808228,0.36456435918807983,-0.47555994987487793,-0.08284229785203934
d1_w131,1,131,44578,44632,8,-0.36999815702438354,0.6123648881912231,-0.42271503806114197,0.2244059145450592,0.1980547457933426,-0.12623487412929535
d1_w132,1,132,44590,44631,8,0.10739467293024063,0.2806496024131775,-0.2525016963481903,-0.14354243874549866,-0.08060131967067719,0.12017767131328583
d1_w133,1,133,44621,44643,8,-0.5002749562263489,1.0512292385101318,-0.5827444195747375,0.27700474858283997,-0.0613245852291584,-0.035220228135585785
d1_w134,1,134,44631,44659,8,0.012124955654144287,0.6369736194610596,-0.3867533802986145,-0.10710486024618149,-0.010747648775577545,-0.062302958220243454
d1_w135,1,135,44640,44687,8,-0.6311761736869812,0.6534438729286194,-0.22264507412910461,0.21956224739551544,0.004906713962554932,0.09161732345819473
d1_w136,1,136,44665,44698,8,-0.3554014265537262,0.4346557557582855,0.2316022366285324,-0.391656756401062,0.2635628581047058,-0.06699564307928085
d1_w137,1,137,44684,44706,8,0.6170397400856018,0.3313325047492981,-0.9170743227005005,-0.3577551245689392,0.44545358419418335,0.03208398446440697
d1_w138,1,138,44698,44719,8,-0.2961140275001526,0.5940151810646057,-0.4880494177341461,0.1868312954902649,-0.2271425724029541,0.31795960664749146
d1_w139,1,139,44706,44761,8,0.010557180270552635,0.9665129780769348,-0.6375487446784973,0.2471279799938202,-0.33065780997276306,-0.18191608786582947
d1_w140,1,140,44720,44767,8,-0.32706218957901,0.6061546802520752,-0.5000041723251343,0.5605116486549377,-0.4873890280723572,0.20547127723693848
d1_w141,1,141,44756,44787,8,0.04438289627432823,0.4239259660243988,-0.4036521911621094,-0.22936686873435974,0.2048390805721283,0.07736202329397202
d1_w142,1,142,44765,44796,8,0.04489868879318237,0.17246952652931213,-0.371122807264328,-0.09985103458166122,0.11294718831777573,0.20412978529930115
d1_w143,1,143,44780,44812,8,-0.06598416715860367,0.6841629147529602,-0.4776715338230133,0.3285394310951233,-0.20997194945812225,-0.2033246010541916
d1_w144,1,144,44792,44814,8,-0.0518394336104393,0.5636091828346252,-0.36902523040771484,0.051527850329875946,-0.01453821174800396,-0.12214384973049164
d1_w145,1,145,44804,44839,8,0.8549574017524719,0.1857210248708725,-0.9432894587516785,-0.5500896573066711,0.5166460871696472,0.08661404997110367
d1_w146,1,146,44814,44839,8,-0.014003383927047253,0.6062148809432983,-0.3420037627220154,0.01955246366560459,-0.3104083836078644,0.07019468396902084
d1_w147,1,147,44826,44851,8,0.18716010451316833,0.48835355043411255,-0.332232803106308,-0.012738674879074097,-0.1457074135541916,-0.1652376353740692
d1_w148,1,148,44841,44862,8,0.05214567109942436,0.6340476274490356,-0.8266884088516235,0.2852402925491333,-0.582383930683136,0.44269299507141113
d1_w149,1,149,44847,44872,8,-0.3888572156429291,1.0499156713485718,-0.5583450794219971,-0.022663256153464317,0.1170053631067276,-0.004183316137641668
d1_w150,1,150,44857,44882,8,0.6328776478767395,0.47025734186172485,-0.7491664886474609,-0.3615034520626068,0.393643856048584,-0.27502572536468506
d1_w151,1,151,44873,44890,8,-0.07697419822216034,0.4875493049621582,-0.899248480796814,0.14106284081935883,-0.509551465511322,0.9307929277420044
d1_w152,1,152,44880,44911,8,0.15088018774986267,0.6442860960960388,-0.3739050328731537,-0.0931934043765068,-0.30794557929039,0.054430216550827026
d1_w153,1,153,44892,44914,8,-0.39640966057777405,0.6641865968704224,-0.28857481479644775,0.25817927718162537,-0.23866407573223114,0.06641916930675507
d1_w154,1,154,44908,44928,8,0.9141672253608704,0.14142951369285583,-1.0245983600616455,-0.5740450620651245,0.6307662725448608,0.07990950345993042
d1_w155,1,155,44914,44938,8,0.5695031881332397,0.17366665601730347,-0.4117308557033539,-0.5285609364509583,0.23456820845603943,-0.016020333394408226
d1_w156,1,156,44928,44949,8,0.022446801885962486,0.42824381589889526,-0.30429044365882874,-0.22585053741931915,0.11074908822774887,0.055657465010881424
d1_w157,1,157,44937,44961,8,-0.19685207307338715,0.914054274559021,-0.5853392481803894,0.2431812286376953,-0.11872577667236328,-0.1491473764181137
d1_w158,1,158,44947,44965,8,-0.275592178106308,0.25060930848121643,0.056338824331760406,-0.033812932670116425,0.18378165364265442,-0.11032086610794067
d1_w159,1,159,44956,44975,8,-0.4664713740348816,1.0674070119857788,-0.7759644389152527,0.48408427834510803,-0.30686014890670776,0.09847301244735718
d1_w160,1,160,44966,44998,8,-0.6182106137275696,0.8983785510063171,-0.5108173489570618,0.495795875787735,-0.3295721411705017,0.17269352078437805
d1_w161,1,161,44979,44998,8,-0.22450986504554749,0.8225253820419312,-0.4859897494316101,0.500515878200531,-0.504881739616394,-0.084347203373909
d1_w162,1,162,44989,45128,8,0.16322949528694153,0.4394081234931946,-0.10139767080545425,-0.3136015236377716,-0.15811976790428162,-0.004138207528740168
d1_w163,1,163,44999,45318,8,-0.498127281665802,0.9566976428031921,-0.7099579572677612,0.6825383901596069,-0.5350761413574219,0.18639878928661346
d1_w164,1,164,45136,45460,8,-0.18189029395580292,0.44419097900390625,-0.2886861562728882,0.11176472902297974,-0.15214768052101135,0.10637541860342026
d1_w165,1,165,45320,45621,8,0.2789930999279022,0.35468539595603943,-0.5268380045890808,-0.18102626502513885,-0.3511522710323334,0.4280860424041748
d1_w166,1,166,45468,45667,8,0.7303128838539124,0.31930264830589294,-0.958422064781189,-0.3951922655105591,0.37262699007987976,0.06406617164611816
d1_w167,1,167,45626,45814,8,0.24375250935554504,0.5728508234024048,-0.5580189824104309,-0.2310221642255783,0.13464106619358063,-0.04808394983410835
d1_w168,1,168,45669,45775,8,0.49389204382896423,0.25833800435066223,-0.18253183364868164,-0.4283020496368408,-0.0892656221985817,-0.053152184933423996
d1_w169,1,169,45705,45846,8,0.13283273577690125,0.4122258722782135,-0.22428026795387268,0.09581788629293442,-0.5465128421783447,0.09789048880338669
d1_w170,1,170,45778,45866,8,-0.21095499396324158,1.0075894594192505,-0.3493446707725525,0.12956246733665466,-0.25393766164779663,-0.2230389565229416
d1_w171,1,171,45826,45894,8,-0.6484383344650269,0.8622850179672241,-0.7636311650276184,0.8984133005142212,-0.3121490776538849,0.041575394570827484
d1_w172,1,172,45866,45944,8,-0.11070378869771957,0.5800034403800964,-0.23768877983093262,-0.02430475875735283,-0.048864804208278656,-0.08954309672117233
d1_w173,1,173,45891,46105,8,0.7360501885414124,0.29628127813339233,-0.9745170474052429,-0.4211292266845703,0.4423346519470215,0.06524764001369476
d1_w174,1,174,45947,46039,8,-0.5795947909355164,0.8529201745986938,-0.07192063331604004,0.09873978793621063,0.022383883595466614,-0.2031439244747162
d1_w175,1,175,45978,46101,8,0.1836864948272705,0.5473428964614868,-0.551633358001709,-0.2077973634004593,0.15165665745735168,0.0008211135864257812
d1_w176,1,176,46042,46142,8,0.2664274275302887,0.48171311616897583,-0.21763145923614502,0.16635198891162872,-0.3783296048641205,-0.35915565490722656
d1_w177,1,177,46103,46184,8,0.5681317448616028,0.7340606451034546,-0.6839190721511841,-0.3880077004432678,-0.2628423273563385,0.07198949158191681
d1_w178,1,178,46132,46229,8,0.21738854050636292,0.4087253510951996,-0.21917171776294708,-0.3261275589466095,-0.04918505251407623,0.03911465406417847
d1_w179,1,179,46188,46255,8,-0.41542568802833557,0.7703454494476318,-0.4785210192203522,0.18218639492988586,-0.2197849303483963,0.28525692224502563
d1_w180,1,180,46229,46377,8,-0.49627479910850525,0.7470399141311646,-0.34942543506622314,0.5136833786964417,-0.28357499837875366,-0.055529963225126266
d1_w181,1,181,46251,46326,8,0.008146131411194801,0.8202694058418274,-0.693813681602478,0.2905072867870331,-0.6371918320655823,0.23045027256011963
d1_w182,1,182,46290,46376,8,0.5942026376724243,0.36621618270874023,-0.8915042877197266,-0.4065297245979309,0.4342876970767975,0.0534127876162529
d1_w183,1,183,46326,46396,8,0.7026780843734741,0.28211870789527893,-0.9144670367240906,-0.40026846528053284,0.40470996499061584,0.06170950457453728
d1_w184,1,184,46380,46457,8,0.6637930274009705,0.36715084314346313,-0.9459632635116577,-0.433305561542511,0.37764784693717957,0.11656522750854492
d1_w185,1,185,46397,46482,8,-0.1081438809633255,0.5556467175483704,-0.5022914409637451,0.009665814228355885,-0.2810799479484558,0.3796762526035309
